Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Population2010,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001900,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,29.2,,,25.3,33.5,"1,950","(32.31992239850, -90.1980304796)",PREVENT,ACCESS2,2836000,28049001900,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002000,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,33.8,,,30,37.8,"1,047","(32.31971920070, -90.2062608176)",PREVENT,ACCESS2,2836000,28049002000,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002100,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,28.5,,,23.8,33.3,"3,257","(32.31519377390, -90.2240153221)",PREVENT,ACCESS2,2836000,28049002100,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002200,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,35.9,,,30.9,40.7,"2,450","(32.32308629230, -90.2352663163)",PREVENT,ACCESS2,2836000,28049002200,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002300,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,32.6,,,27.2,38,"2,518","(32.31467270510, -90.2454096274)",PREVENT,ACCESS2,2836000,28049002300,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002400,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,24.2,,,19,29.1,"4,565","(32.30344286940, -90.2303837936)",PREVENT,ACCESS2,2836000,28049002400,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002500,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,27.7,,,23.7,31.7,"2,388","(32.30820122600, -90.2084021164)",PREVENT,ACCESS2,2836000,28049002500,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002700,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,26.8,,,23.2,30.3,"1,377","(32.29602092340, -90.1767733078)",PREVENT,ACCESS2,2836000,28049002700,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003000,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,33,,,30,35.8,"2,104","(32.27958474950, -90.2022037077)",PREVENT,ACCESS2,2836000,28049003000,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003200,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,26.6,,,21.5,32.8,"1,586","(32.29400433770, -90.2226483173)",PREVENT,ACCESS2,2836000,28049003200,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003300,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,28.4,,,23.4,34.1,"6,508","(32.28126124930, -90.2392578521)",PREVENT,ACCESS2,2836000,28049003300,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003400,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,35.3,,,29.5,40.9,"3,832","(32.28088560680, -90.2219754256)",PREVENT,ACCESS2,2836000,28049003400,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003500,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,30,,,24.7,35.3,"3,931","(32.26269200490, -90.2228454457)",PREVENT,ACCESS2,2836000,28049003500,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003600,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,25.4,,,21.4,29.5,"3,952","(32.26312596220, -90.2457588861)",PREVENT,ACCESS2,2836000,28049003600,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003700,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,27.5,,,23.7,31.7,"2,926","(32.25058252260, -90.2349934614)",PREVENT,ACCESS2,2836000,28049003700,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003800,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,26.5,,,22.7,30.7,"3,019","(32.24523108600, -90.2219378426)",PREVENT,ACCESS2,2836000,28049003800,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010101,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,15.4,,,12.8,18.6,"6,121","(32.38856047450, -90.1001598448)",PREVENT,ACCESS2,2836000,28049010101,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010102,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,19.1,,,15.4,22.9,"5,673","(32.39140734350, -90.1326233954)",PREVENT,ACCESS2,2836000,28049010102,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010201,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,24.2,,,20,29.1,"3,250","(32.38572617530, -90.1617212870)",PREVENT,ACCESS2,2836000,28049010201,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010202,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,16.8,,,13.1,20.7,"6,137","(32.38448405570, -90.1837056957)",PREVENT,ACCESS2,2836000,28049010202,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010203,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,23.7,,,19.4,28.4,"2,892","(32.37778630530, -90.2193404986)",PREVENT,ACCESS2,2836000,28049010203,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010301,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,24.3,,,19.8,29.4,"3,284","(32.36590870390, -90.2611724340)",PREVENT,ACCESS2,2836000,28049010301,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010500,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,16.7,,,13.5,20.4,77,"(32.38910515870, -90.2686162692)",PREVENT,ACCESS2,2836000,28049010500,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010801,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,37.6,,,32.6,42.8,"1,604","(32.30961725710, -90.2991097228)",PREVENT,ACCESS2,2836000,28049010801,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010808,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,17.3,,,14,20.9,"4,494","(32.26794925540, -90.2976834720)",PREVENT,ACCESS2,2836000,28049010808,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010809,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,13.3,,,10.2,17,"2,093","(32.25623044120, -90.3139868721)",PREVENT,ACCESS2,2836000,28049010809,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010901,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,25,,,20.7,29.5,"2,764","(32.32458033960, -90.2730968105)",PREVENT,ACCESS2,2836000,28049010901,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010902,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,31,,,26.8,35.4,"1,819","(32.30203333860, -90.2663131694)",PREVENT,ACCESS2,2836000,28049010902,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011001,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,27.3,,,23.4,31.6,"5,718","(32.28206712330, -90.2675496365)",PREVENT,ACCESS2,2836000,28049011001,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011002,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,21.9,,,18.8,25.6,"4,390","(32.26102724460, -90.2651304690)",PREVENT,ACCESS2,2836000,28049011002,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011101,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,17.6,,,14.7,21.1,"2,827","(32.24709232410, -90.2706288247)",PREVENT,ACCESS2,2836000,28049011101,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011102,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,15.6,,,13.6,17.8,"5,056","(32.22514021270, -90.2603643583)",PREVENT,ACCESS2,2836000,28049011102,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011103,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,16,,,13.6,18.7,"1,171","(32.22895091420, -90.2151651714)",PREVENT,ACCESS2,2836000,28049011103,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011400,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,34.3,,,28.5,40.3,"1,272","(32.31137793650, -90.1880062695)",PREVENT,ACCESS2,2836000,28049011400,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011500,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,27.6,,,23.3,33.6,"3,581","(32.29520597850, -90.2068443548)",PREVENT,ACCESS2,2836000,28049011500,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28089030105,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,21.5,,,10.7,35.4,622,"(32.40552312580, -90.1578816308)",PREVENT,ACCESS2,2836000,28089030105,Health Insurance
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000100,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.8,,,22.5,25.2,"4,584","(32.37609661250, -90.1333490224)",HLTHOUT,ARTHRITIS,2836000,28049000100,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000200,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.2,,,21.8,24.5,"5,395","(32.36047793340, -90.1295873326)",HLTHOUT,ARTHRITIS,2836000,28049000200,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000301,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.5,,,19.3,21.7,"2,637","(32.36652281280, -90.1634025553)",HLTHOUT,ARTHRITIS,2836000,28049000301,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000302,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.8,,,19.5,22,"4,050","(32.37007983740, -90.1547605542)",HLTHOUT,ARTHRITIS,2836000,28049000302,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000400,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26,,,25,26.9,"3,373","(32.35418459710, -90.1641486204)",HLTHOUT,ARTHRITIS,2836000,28049000400,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000500,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.7,,,28.3,31.1,"6,041","(32.36078832360, -90.1824183353)",HLTHOUT,ARTHRITIS,2836000,28049000500,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000600,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.9,,,31.2,34.7,"3,442","(32.35001680040, -90.2038372112)",HLTHOUT,ARTHRITIS,2836000,28049000600,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000700,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.3,,,23.7,26.7,"5,710","(32.34221709760, -90.2571613241)",HLTHOUT,ARTHRITIS,2836000,28049000700,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000800,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.7,,,30.4,32.9,"4,483","(32.34017976460, -90.2268185213)",HLTHOUT,ARTHRITIS,2836000,28049000800,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000900,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,35,,,33.2,36.7,"2,015","(32.34364829120, -90.2098240871)",HLTHOUT,ARTHRITIS,2836000,28049000900,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001000,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,34.2,,,32.6,35.8,"1,509","(32.33057466510, -90.2089575618)",HLTHOUT,ARTHRITIS,2836000,28049001000,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001100,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,39.1,,,37.7,40.5,"1,827","(32.32944540950, -90.1955300324)",HLTHOUT,ARTHRITIS,2836000,28049001100,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001200,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.3,,,30.9,33.9,"1,823","(32.34165531800, -90.1880337023)",HLTHOUT,ARTHRITIS,2836000,28049001200,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001300,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.5,,,22.5,24.4,"4,143","(32.33800962870, -90.1721630218)",HLTHOUT,ARTHRITIS,2836000,28049001300,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001400,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.9,,,24.6,27.4,"3,076","(32.34003474210, -90.1387066293)",HLTHOUT,ARTHRITIS,2836000,28049001400,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001500,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.1,,,15.2,17,"3,264","(32.31954566920, -90.1687404216)",HLTHOUT,ARTHRITIS,2836000,28049001500,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001600,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.9,,,18.3,19.5,"3,886","(32.31490244060, -90.1794376322)",HLTHOUT,ARTHRITIS,2836000,28049001600,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001900,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32,,,30.7,33.3,"1,950","(32.31992239850, -90.1980304796)",HLTHOUT,ARTHRITIS,2836000,28049001900,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002000,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,34.6,,,33.4,35.8,"1,047","(32.31971920070, -90.2062608176)",HLTHOUT,ARTHRITIS,2836000,28049002000,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002100,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.8,,,27.4,30.1,"3,257","(32.31519377390, -90.2240153221)",HLTHOUT,ARTHRITIS,2836000,28049002100,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002200,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.6,,,30.2,33,"2,450","(32.32308629230, -90.2352663163)",HLTHOUT,ARTHRITIS,2836000,28049002200,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002300,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.6,,,25.2,28.1,"2,518","(32.31467270510, -90.2454096274)",HLTHOUT,ARTHRITIS,2836000,28049002300,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002400,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28,,,26.4,29.7,"4,565","(32.30344286940, -90.2303837936)",HLTHOUT,ARTHRITIS,2836000,28049002400,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002500,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.4,,,26.3,28.6,"2,388","(32.30820122600, -90.2084021164)",HLTHOUT,ARTHRITIS,2836000,28049002500,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002700,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.4,,,24.3,26.6,"1,377","(32.29602092340, -90.1767733078)",HLTHOUT,ARTHRITIS,2836000,28049002700,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003000,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.1,,,27.4,28.9,"2,104","(32.27958474950, -90.2022037077)",HLTHOUT,ARTHRITIS,2836000,28049003000,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003200,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.2,,,22.3,24.2,"1,586","(32.29400433770, -90.2226483173)",HLTHOUT,ARTHRITIS,2836000,28049003200,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003300,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.1,,,22.8,25.5,"6,508","(32.28126124930, -90.2392578521)",HLTHOUT,ARTHRITIS,2836000,28049003300,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003400,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.5,,,24,26.8,"3,832","(32.28088560680, -90.2219754256)",HLTHOUT,ARTHRITIS,2836000,28049003400,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003500,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.8,,,20.6,23,"3,931","(32.26269200490, -90.2228454457)",HLTHOUT,ARTHRITIS,2836000,28049003500,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003600,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.2,,,22.1,24.3,"3,952","(32.26312596220, -90.2457588861)",HLTHOUT,ARTHRITIS,2836000,28049003600,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003700,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.7,,,23.7,25.7,"2,926","(32.25058252260, -90.2349934614)",HLTHOUT,ARTHRITIS,2836000,28049003700,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003800,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.2,,,22.3,24.2,"3,019","(32.24523108600, -90.2219378426)",HLTHOUT,ARTHRITIS,2836000,28049003800,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010101,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.7,,,21.6,23.8,"6,121","(32.38856047450, -90.1001598448)",HLTHOUT,ARTHRITIS,2836000,28049010101,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010102,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.5,,,21.4,23.7,"5,673","(32.39140734350, -90.1326233954)",HLTHOUT,ARTHRITIS,2836000,28049010102,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010201,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.3,,,23.2,25.5,"3,250","(32.38572617530, -90.1617212870)",HLTHOUT,ARTHRITIS,2836000,28049010201,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010202,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.7,,,25.8,29.6,"6,137","(32.38448405570, -90.1837056957)",HLTHOUT,ARTHRITIS,2836000,28049010202,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010203,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.8,,,27.1,30.4,"2,892","(32.37778630530, -90.2193404986)",HLTHOUT,ARTHRITIS,2836000,28049010203,Arthritis
2015,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010301,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.8,,,30.1,33.6,"3,284","(32.36590870390, -90.2611724340)",HLTHOUT,ARTHRITIS,2836000,28049010301,Arthritis
